Index,Round,Institution,Program,Degree,Quota,Category,Gender,Opening Rank,Closing Rank,Institution 2,Program 2,Degree 2,Quota 2,Category 2,Gender 2,Opening Rank 2,Closing Rank 2
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Information Technology,B.Tech,Home State,SC(Girl),Female Seats,1103907.0
7841.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Information Technology,B.Tech,Home State,SC,Both Male and Female Seats,480115.0,567799.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,154291.0
7843.0,Round 3,"PRAYAG INSTITUTE OF TECHNOLOGY & MANAGEMENT,ALLAHABAD",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,864649.0,949009.0,,,,,,,,
,,,,,,,,,,Round 3,"KIPM COLLEGE OF ENGG. & TECHNOLOGY,GORAKHPUR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,588273.0
7845.0,Round 3,"KIPM COLLEGE OF ENGG. & TECHNOLOGY,GORAKHPUR",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,948675.0,948675.0,,,,,,,,
,,,,,,,,,,Round 3,"MANGALMAY INSTITUTE OF ENGINEERING AND TECHNOLOGY ,GAUTAM BUDDHA NAGAR",Computer Science and Engineering (Artificial Intelligence) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,857851.0
7847.0,Round 3,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,202843.0,282858.0,,,,,,,,
,,,,,,,,,,Round 3,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,628529.0
7849.0,Round 3,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,432013.0,574557.0,,,,,,,,
,,,,,,,,,,Round 3,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,563496.0
7851.0,Round 3,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,467631.0,518131.0,,,,,,,,
,,,,,,,,,,Round 3,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,485713.0
7853.0,Round 3,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,285313.0,338838.0,,,,,,,,
,,,,,,,,,,Round 3,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,296572.0
7855.0,Round 3,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,1244039.0,1294779.0,,,,,,,,
,,,,,,,,,,Round 3,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,684001.0
7857.0,Round 3,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,191353.0,222220.0,,,,,,,,
,,,,,,,,,,Round 3,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Textile Technology,B.Tech,All India,OPEN,Both Male and Female Seats,540575.0
7859.0,Round 3,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,245980.0,291058.0,,,,,,,,
,,,,,,,,,,Round 3,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC(Girl),Female Seats,554751.0
7861.0,Round 3,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC,Both Male and Female Seats,532652.0,616410.0,,,,,,,,
,,,,,,,,,,Round 3,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,EWS(GL),Female Seats,730312.0
7863.0,Round 3,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,539436.0,582320.0,,,,,,,,
,,,,,,,,,,Round 3,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,526554.0
7865.0,Round 3,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,302232.0,494042.0,,,,,,,,
,,,,,,,,,,Round 3,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,SC,Both Male and Female Seats,606077.0
7867.0,Round 3,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,238775.0,238775.0,,,,,,,,
,,,,,,,,,,Round 3,GREATER NOIDA COLLEGE,Computer Science and Engineering (Artificial Intelligence) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,856934.0
7869.0,Round 3,GREATER NOIDA COLLEGE,Computer Science and Engineering (Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,335631.0,523311.0,,,,,,,,
,,,,,,,,,,Round 3,GREATER NOIDA COLLEGE,Computer Science and Engineering (Data Science),B.Tech,Home State,OPEN,Both Male and Female Seats,675685.0
7871.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,483499.0,563006.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Civil Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,804734.0
7873.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Civil Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,764527.0,1298074.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,137730.0
7875.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,260937.0,260937.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,217245.0
7877.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,244548.0,244548.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,220251.0
7879.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,177690.0,235051.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,155551.0
7881.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,444210.0,503062.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,432434.0
7883.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,256546.0,355298.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,BC(Girl),Female Seats,760387.0
7885.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,634084.0,753597.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,EWS(GL),Female Seats,1081113.0
7887.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,630448.0,733681.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,399890.0
7889.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,446641.0,626198.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,1180151.0
7891.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,158739.0,158739.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,189936.0
7893.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,B.Tech,Home State,BC(Girl),Female Seats,651086.0,734392.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,B.Tech,Home State,BC,Both Male and Female Seats,447253.0
7895.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,466503.0,493978.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,449873.0
7897.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,342572.0,422384.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,269476.0
7899.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,467883.0,639405.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Civil Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,951693.0
7901.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,181262.0,187018.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,B.Tech,Home State,BC(AF),Both Male and Female Seats,617245.0
7903.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,264391.0,266043.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,236026.0
7905.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,277838.0,277838.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,238718.0
7907.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,243388.0,247268.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,204189.0
7909.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,665714.0,914557.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,312218.0
7911.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,B.Tech,Home State,ST,Both Male and Female Seats,1244513.0,1244513.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,182498.0
7913.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,208367.0,429598.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Electrical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,810097.0
7915.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Electrical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,810988.0,935781.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,487195.0
7917.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Electrical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,206822.0,206822.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,209604.0
7919.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,Home State,BC(Girl),Female Seats,285719.0,308722.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,Home State,BC,Both Male and Female Seats,298804.0
7921.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,294411.0,309489.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,999963.0
7923.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,263309.0,285463.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,252549.0
7925.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,Home State,SC(Girl),Female Seats,1249172.0,1249172.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,Home State,SC,Both Male and Female Seats,582274.0
7927.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,599883.0,636175.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Mechanical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,725902.0
7929.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,751493.0,1345575.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,150273.0
7931.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,221254.0,225622.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,197908.0
7933.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,229347.0,229347.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,216426.0
7935.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,159615.0,218131.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,154575.0
7937.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,610932.0,610932.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,379003.0
7939.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,160598.0,332700.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.Tech,Home State,BC(Girl),Female Seats,758014.0
7941.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,560778.0,611931.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,559076.0
7943.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,459030.0,638533.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,437481.0
7945.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,943477.0,943477.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,239133.0
7947.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.Tech,Home State,BC(Girl),Female Seats,278423.0,278423.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.Tech,Home State,BC,Both Male and Female Seats,354024.0
7949.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,393887.0,406583.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,281394.0
7951.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.Tech,Home State,SC,Both Male and Female Seats,525150.0,948147.0,,,,,,,,
,,,,,,,,,,Round 3,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Mining Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,575543.0
7953.0,Round 3,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Mining Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,866082.0,1219403.0,,,,,,,,
,,,,,,,,,,Round 3,"ISABELLA THOBURN COLLEGE (PROFESSIONAL STUDIES),LUCKNOW",Computer Science,B.Tech,All India,OPEN,Female Seats,415837.0
7955.0,Round 3,"ISABELLA THOBURN COLLEGE (PROFESSIONAL STUDIES),LUCKNOW",Artificial Inelligence (AI) And Data Science,B.Tech,All India,OPEN,Female Seats,744163.0,744163.0,,,,,,,,
,,,,,,,,,,Round 3,"INDIAN INSTITUTE OF HANDLOOM TECHNOLOGY,VARANASI",Handloom & Textile Technology,B.Tech,All India,OPEN,Both Male and Female Seats,845750.0
7957.0,Round 3,"Dr. Rammanohar Lohia Avadh University, Faizabad",Civil Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,595311.0,595311.0,,,,,,,,
,,,,,,,,,,Round 3,"Dr. Rammanohar Lohia Avadh University, Faizabad",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,272779.0
7959.0,Round 3,"Dr. Rammanohar Lohia Avadh University, Faizabad",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,446337.0,446337.0,,,,,,,,
,,,,,,,,,,Round 3,"Dr. Rammanohar Lohia Avadh University, Faizabad",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,307866.0
7961.0,Round 3,"Dr. Rammanohar Lohia Avadh University, Faizabad",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,249960.0,249960.0,,,,,,,,
,,,,,,,,,,Round 3,"Dr. Rammanohar Lohia Avadh University, Faizabad",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,589861.0
7963.0,Round 3,"Dr. Rammanohar Lohia Avadh University, Faizabad",Electrical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,1354873.0,1354873.0,,,,,,,,
,,,,,,,,,,Round 3,"Dr. Rammanohar Lohia Avadh University, Faizabad",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,712195.0
7965.0,Round 3,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,B.Tech,Home State,BC(Girl),Female Seats,525912.0,525912.0,,,,,,,,
,,,,,,,,,,Round 3,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,B.Tech,Home State,BC,Both Male and Female Seats,576522.0
7967.0,Round 3,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,703765.0,703765.0,,,,,,,,
,,,,,,,,,,Round 3,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,585012.0
7969.0,Round 3,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,465748.0,536801.0,,,,,,,,
,,,,,,,,,,Round 3,"Dr. Rammanohar Lohia Avadh University, Faizabad",Electronics Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,843079.0
7971.0,Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,529940.0,877600.0,,,,,,,,
,,,,,,,,,,Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,547544.0
7973.0,Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,725839.0,725839.0,,,,,,,,
,,,,,,,,,,Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,547431.0
7975.0,Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,261620.0,261620.0,,,,,,,,
,,,,,,,,,,Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,326246.0
7977.0,Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,1061405.0,1061405.0,,,,,,,,
,,,,,,,,,,Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,1209002.0
7979.0,Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,801126.0,1094281.0,,,,,,,,
,,,,,,,,,,Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",Information Technology,B.Tech,Home State,BC(Girl),Female Seats,948714.0
7981.0,Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",Information Technology,B.Tech,Home State,BC,Both Male and Female Seats,785496.0,973181.0,,,,,,,,
,,,,,,,,,,Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,1055990.0
7983.0,Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,827197.0,936456.0,,,,,,,,
,,,,,,,,,,Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,768930.0
7985.0,Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,361625.0,784805.0,,,,,,,,
,,,,,,,,,,Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",Information Technology,B.Tech,Home State,SC,Both Male and Female Seats,1092024.0
7987.0,Round 3,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,410524.0,490967.0,,,,,,,,
,,,,,,,,,,Round 3,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,296982.0
7989.0,Round 3,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,330141.0,351816.0,,,,,,,,
,,,,,,,,,,Round 3,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,254340.0
7991.0,Round 3,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,202196.0,275182.0,,,,,,,,
,,,,,,,,,,Round 3,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,751109.0
7993.0,Round 3,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,491349.0,753229.0,,,,,,,,
